Report Date,Region Name,Grade,Weight Range,Live Wtd Avg Price
03/17/2010,EAST,Premium White,All weights,
03/17/2010,EAST,Breaker (75% lean),All weights,
03/17/2010,WEST,Premium White,All weights,
03/17/2010,WEST,Breaker (75% lean),All weights,
03/17/2010,MIDWEST,Premium White,All weights,
03/17/2010,MIDWEST,Breaker (75% lean),All weights,
03/16/2010,SOUTH CENTRAL,Premium White,All weights,
03/16/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/16/2010,NORTH CENTRAL,Premium White,All weights,
03/16/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/16/2010,EAST,Premium White,All weights,
03/16/2010,EAST,Breaker (75% lean),All weights,
03/16/2010,WEST,Premium White,All weights,
03/16/2010,WEST,Breaker (75% lean),All weights,
03/16/2010,MIDWEST,Premium White,All weights,
03/16/2010,MIDWEST,Breaker (75% lean),All weights,
03/15/2010,SOUTH CENTRAL,Premium White,All weights,
03/15/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/15/2010,NORTH CENTRAL,Premium White,All weights,
03/15/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/15/2010,EAST,Premium White,All weights,
03/15/2010,EAST,Breaker (75% lean),All weights,
03/15/2010,WEST,Premium White,All weights,
03/15/2010,WEST,Breaker (75% lean),All weights,
03/15/2010,MIDWEST,Premium White,All weights,
03/15/2010,MIDWEST,Breaker (75% lean),All weights,
03/12/2010,SOUTH CENTRAL,Premium White,All weights,
03/12/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/12/2010,NORTH CENTRAL,Premium White,All weights,
03/12/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/12/2010,EAST,Premium White,All weights,
03/12/2010,EAST,Breaker (75% lean),All weights,
03/12/2010,WEST,Premium White,All weights,
03/12/2010,WEST,Breaker (75% lean),All weights,
03/12/2010,MIDWEST,Premium White,All weights,
03/12/2010,MIDWEST,Breaker (75% lean),All weights,
03/11/2010,SOUTH CENTRAL,Premium White,All weights,
03/11/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/11/2010,NORTH CENTRAL,Premium White,All weights,
03/11/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/11/2010,EAST,Premium White,All weights,
03/11/2010,EAST,Breaker (75% lean),All weights,
03/11/2010,WEST,Premium White,All weights,
03/11/2010,WEST,Breaker (75% lean),All weights,
03/11/2010,MIDWEST,Premium White,All weights,
03/11/2010,MIDWEST,Breaker (75% lean),All weights,
03/10/2010,SOUTH CENTRAL,Premium White,All weights,
03/10/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/10/2010,NORTH CENTRAL,Premium White,All weights,
03/10/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/10/2010,EAST,Premium White,All weights,
03/10/2010,EAST,Breaker (75% lean),All weights,
03/10/2010,WEST,Premium White,All weights,
03/10/2010,WEST,Breaker (75% lean),All weights,
03/10/2010,MIDWEST,Premium White,All weights,
03/10/2010,MIDWEST,Breaker (75% lean),All weights,
03/09/2010,SOUTH CENTRAL,Premium White,All weights,
03/09/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/09/2010,NORTH CENTRAL,Premium White,All weights,
03/09/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/09/2010,EAST,Premium White,All weights,
03/09/2010,EAST,Breaker (75% lean),All weights,
03/09/2010,WEST,Premium White,All weights,
03/09/2010,WEST,Breaker (75% lean),All weights,
03/09/2010,MIDWEST,Premium White,All weights,
03/09/2010,MIDWEST,Breaker (75% lean),All weights,
03/08/2010,SOUTH CENTRAL,Premium White,All weights,
03/08/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/08/2010,NORTH CENTRAL,Premium White,All weights,
03/08/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/08/2010,EAST,Premium White,All weights,
03/08/2010,EAST,Breaker (75% lean),All weights,
03/08/2010,WEST,Premium White,All weights,
03/08/2010,WEST,Breaker (75% lean),All weights,
03/08/2010,MIDWEST,Premium White,All weights,
03/08/2010,MIDWEST,Breaker (75% lean),All weights,
09/30/2005,SOUTH CENTRAL,Premium White,All weights,
09/30/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/30/2005,NORTH CENTRAL,Premium White,All weights,
09/30/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/30/2005,EAST,Premium White,All weights,
09/30/2005,EAST,Breaker (75% lean),All weights,
09/30/2005,WEST,Premium White,All weights,
09/30/2005,WEST,Breaker (75% lean),All weights,
09/30/2005,MIDWEST,Premium White,All weights,53.31
09/30/2005,MIDWEST,Breaker (75% lean),All weights,
09/29/2005,SOUTH CENTRAL,Premium White,All weights,
09/29/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/29/2005,NORTH CENTRAL,Premium White,All weights,
09/29/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/29/2005,EAST,Premium White,All weights,
09/29/2005,EAST,Breaker (75% lean),All weights,
09/29/2005,WEST,Premium White,All weights,
09/29/2005,WEST,Breaker (75% lean),All weights,
09/29/2005,MIDWEST,Premium White,All weights,
09/29/2005,MIDWEST,Breaker (75% lean),All weights,
09/28/2005,SOUTH CENTRAL,Premium White,All weights,
09/28/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/28/2005,NORTH CENTRAL,Premium White,All weights,
09/28/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/28/2005,EAST,Premium White,All weights,
09/28/2005,EAST,Breaker (75% lean),All weights,
09/28/2005,WEST,Premium White,All weights,
09/28/2005,WEST,Breaker (75% lean),All weights,
09/28/2005,MIDWEST,Premium White,All weights,52.68
09/28/2005,MIDWEST,Breaker (75% lean),All weights,
09/27/2005,SOUTH CENTRAL,Premium White,All weights,
09/27/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/27/2005,NORTH CENTRAL,Premium White,All weights,
09/27/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/27/2005,EAST,Premium White,All weights,
09/27/2005,EAST,Breaker (75% lean),All weights,
09/27/2005,WEST,Premium White,All weights,
09/27/2005,WEST,Breaker (75% lean),All weights,
09/27/2005,MIDWEST,Premium White,All weights,50.04
09/27/2005,MIDWEST,Breaker (75% lean),All weights,
09/26/2005,SOUTH CENTRAL,Premium White,All weights,
09/26/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/26/2005,NORTH CENTRAL,Premium White,All weights,
09/26/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/26/2005,EAST,Premium White,All weights,
09/26/2005,EAST,Breaker (75% lean),All weights,
09/26/2005,WEST,Premium White,All weights,
09/26/2005,WEST,Breaker (75% lean),All weights,
09/26/2005,MIDWEST,Premium White,All weights,
09/26/2005,MIDWEST,Breaker (75% lean),All weights,
09/23/2005,SOUTH CENTRAL,Premium White,All weights,
09/23/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/23/2005,NORTH CENTRAL,Premium White,All weights,
09/23/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/23/2005,EAST,Premium White,All weights,
09/23/2005,EAST,Breaker (75% lean),All weights,
09/23/2005,WEST,Premium White,All weights,
09/23/2005,WEST,Breaker (75% lean),All weights,
09/23/2005,MIDWEST,Premium White,All weights,
09/23/2005,MIDWEST,Breaker (75% lean),All weights,
09/22/2005,SOUTH CENTRAL,Premium White,All weights,
09/22/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/22/2005,NORTH CENTRAL,Premium White,All weights,
09/22/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/22/2005,EAST,Premium White,All weights,
09/22/2005,EAST,Breaker (75% lean),All weights,
09/22/2005,WEST,Premium White,All weights,
09/22/2005,WEST,Breaker (75% lean),All weights,
09/22/2005,MIDWEST,Premium White,All weights,56.00
09/22/2005,MIDWEST,Breaker (75% lean),All weights,
09/21/2005,SOUTH CENTRAL,Premium White,All weights,
09/21/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/21/2005,NORTH CENTRAL,Premium White,All weights,
09/21/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/21/2005,EAST,Premium White,All weights,
09/21/2005,EAST,Breaker (75% lean),All weights,
09/21/2005,WEST,Premium White,All weights,
09/21/2005,WEST,Breaker (75% lean),All weights,
09/21/2005,MIDWEST,Premium White,All weights,
09/21/2005,MIDWEST,Breaker (75% lean),All weights,
09/20/2005,SOUTH CENTRAL,Premium White,All weights,
09/20/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/20/2005,NORTH CENTRAL,Premium White,All weights,
09/20/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/20/2005,EAST,Premium White,All weights,
09/20/2005,EAST,Breaker (75% lean),All weights,
09/20/2005,WEST,Premium White,All weights,
09/20/2005,WEST,Breaker (75% lean),All weights,
09/20/2005,MIDWEST,Premium White,All weights,52.86
09/20/2005,MIDWEST,Breaker (75% lean),All weights,
09/19/2005,SOUTH CENTRAL,Premium White,All weights,
09/19/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/19/2005,NORTH CENTRAL,Premium White,All weights,
09/19/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/19/2005,EAST,Premium White,All weights,
09/19/2005,EAST,Breaker (75% lean),All weights,
09/19/2005,WEST,Premium White,All weights,
09/19/2005,WEST,Breaker (75% lean),All weights,
09/19/2005,MIDWEST,Premium White,All weights,
09/19/2005,MIDWEST,Breaker (75% lean),All weights,
09/16/2005,SOUTH CENTRAL,Premium White,All weights,
09/16/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/16/2005,NORTH CENTRAL,Premium White,All weights,
09/16/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/16/2005,EAST,Premium White,All weights,
09/16/2005,EAST,Breaker (75% lean),All weights,
09/16/2005,WEST,Premium White,All weights,
09/16/2005,WEST,Breaker (75% lean),All weights,
09/16/2005,MIDWEST,Premium White,All weights,
09/16/2005,MIDWEST,Breaker (75% lean),All weights,
09/15/2005,SOUTH CENTRAL,Premium White,All weights,
09/15/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/15/2005,NORTH CENTRAL,Premium White,All weights,
09/15/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/15/2005,EAST,Premium White,All weights,
09/15/2005,EAST,Breaker (75% lean),All weights,
09/15/2005,WEST,Premium White,All weights,
09/15/2005,WEST,Breaker (75% lean),All weights,
09/15/2005,MIDWEST,Premium White,All weights,
09/15/2005,MIDWEST,Breaker (75% lean),All weights,
09/14/2005,SOUTH CENTRAL,Premium White,All weights,
09/14/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/14/2005,NORTH CENTRAL,Premium White,All weights,
09/14/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/14/2005,EAST,Premium White,All weights,
09/14/2005,EAST,Breaker (75% lean),All weights,53.46
09/14/2005,WEST,Premium White,All weights,
09/14/2005,WEST,Breaker (75% lean),All weights,
09/14/2005,MIDWEST,Premium White,All weights,56.00
09/14/2005,MIDWEST,Breaker (75% lean),All weights,
09/13/2005,SOUTH CENTRAL,Premium White,All weights,
09/13/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/13/2005,NORTH CENTRAL,Premium White,All weights,
09/13/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/13/2005,EAST,Premium White,All weights,
09/13/2005,EAST,Breaker (75% lean),All weights,
09/13/2005,WEST,Premium White,All weights,
09/13/2005,WEST,Breaker (75% lean),All weights,
09/13/2005,MIDWEST,Premium White,All weights,53.10
09/13/2005,MIDWEST,Breaker (75% lean),All weights,
09/12/2005,SOUTH CENTRAL,Premium White,All weights,
09/12/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/12/2005,NORTH CENTRAL,Premium White,All weights,
09/12/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/12/2005,EAST,Premium White,All weights,
09/12/2005,EAST,Breaker (75% lean),All weights,
09/12/2005,WEST,Premium White,All weights,
09/12/2005,WEST,Breaker (75% lean),All weights,
09/12/2005,MIDWEST,Premium White,All weights,
09/12/2005,MIDWEST,Breaker (75% lean),All weights,
09/09/2005,SOUTH CENTRAL,Premium White,All weights,
09/09/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/09/2005,NORTH CENTRAL,Premium White,All weights,
09/09/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/09/2005,EAST,Premium White,All weights,
09/09/2005,EAST,Breaker (75% lean),All weights,
09/09/2005,WEST,Premium White,All weights,
09/09/2005,WEST,Breaker (75% lean),All weights,
09/09/2005,MIDWEST,Premium White,All weights,
09/09/2005,MIDWEST,Breaker (75% lean),All weights,
09/08/2005,SOUTH CENTRAL,Premium White,All weights,
09/08/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/08/2005,NORTH CENTRAL,Premium White,All weights,
09/08/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/08/2005,EAST,Premium White,All weights,
09/08/2005,EAST,Breaker (75% lean),All weights,
09/08/2005,WEST,Premium White,All weights,
09/08/2005,WEST,Breaker (75% lean),All weights,
09/08/2005,MIDWEST,Premium White,All weights,
09/08/2005,MIDWEST,Breaker (75% lean),All weights,
09/07/2005,SOUTH CENTRAL,Premium White,All weights,
09/07/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/07/2005,NORTH CENTRAL,Premium White,All weights,
09/07/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/07/2005,EAST,Premium White,All weights,
09/07/2005,EAST,Breaker (75% lean),All weights,
09/07/2005,WEST,Premium White,All weights,
09/07/2005,WEST,Breaker (75% lean),All weights,
09/07/2005,MIDWEST,Premium White,All weights,
09/07/2005,MIDWEST,Breaker (75% lean),All weights,
09/06/2005,SOUTH CENTRAL,Premium White,All weights,
09/06/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/06/2005,NORTH CENTRAL,Premium White,All weights,
09/06/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/06/2005,EAST,Premium White,All weights,
09/06/2005,EAST,Breaker (75% lean),All weights,
09/06/2005,WEST,Premium White,All weights,
09/06/2005,WEST,Breaker (75% lean),All weights,
09/06/2005,MIDWEST,Premium White,All weights,
09/06/2005,MIDWEST,Breaker (75% lean),All weights,
09/05/2005,SOUTH CENTRAL,Premium White,All weights,
09/05/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/05/2005,NORTH CENTRAL,Premium White,All weights,
09/05/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/05/2005,EAST,Premium White,All weights,
09/05/2005,EAST,Breaker (75% lean),All weights,
09/05/2005,WEST,Premium White,All weights,
09/05/2005,WEST,Breaker (75% lean),All weights,
09/05/2005,MIDWEST,Premium White,All weights,
09/05/2005,MIDWEST,Breaker (75% lean),All weights,
09/02/2005,SOUTH CENTRAL,Premium White,All weights,
09/02/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/02/2005,NORTH CENTRAL,Premium White,All weights,
09/02/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/02/2005,EAST,Premium White,All weights,
09/02/2005,EAST,Breaker (75% lean),All weights,
09/02/2005,WEST,Premium White,All weights,
09/02/2005,WEST,Breaker (75% lean),All weights,
09/02/2005,MIDWEST,Premium White,All weights,
09/02/2005,MIDWEST,Breaker (75% lean),All weights,
09/01/2005,SOUTH CENTRAL,Premium White,All weights,
09/01/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
09/01/2005,NORTH CENTRAL,Premium White,All weights,
09/01/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
09/01/2005,EAST,Premium White,All weights,
09/01/2005,EAST,Breaker (75% lean),All weights,
09/01/2005,WEST,Premium White,All weights,
09/01/2005,WEST,Breaker (75% lean),All weights,
09/01/2005,MIDWEST,Premium White,All weights,
09/01/2005,MIDWEST,Breaker (75% lean),All weights,
08/31/2005,SOUTH CENTRAL,Premium White,All weights,
08/31/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
08/31/2005,NORTH CENTRAL,Premium White,All weights,
08/31/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
08/31/2005,EAST,Premium White,All weights,
08/31/2005,EAST,Breaker (75% lean),All weights,
08/31/2005,WEST,Premium White,All weights,
08/31/2005,WEST,Breaker (75% lean),All weights,
08/31/2005,MIDWEST,Premium White,All weights,
08/31/2005,MIDWEST,Breaker (75% lean),All weights,
08/30/2005,SOUTH CENTRAL,Premium White,All weights,
08/30/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
08/30/2005,NORTH CENTRAL,Premium White,All weights,51.50
08/30/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
08/30/2005,EAST,Premium White,All weights,
08/30/2005,EAST,Breaker (75% lean),All weights,
08/30/2005,WEST,Premium White,All weights,
08/30/2005,WEST,Breaker (75% lean),All weights,
08/30/2005,MIDWEST,Premium White,All weights,
08/30/2005,MIDWEST,Breaker (75% lean),All weights,
08/29/2005,SOUTH CENTRAL,Premium White,All weights,
08/29/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
08/29/2005,NORTH CENTRAL,Premium White,All weights,
08/29/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
08/29/2005,EAST,Premium White,All weights,
08/29/2005,EAST,Breaker (75% lean),All weights,
08/29/2005,WEST,Premium White,All weights,
08/29/2005,WEST,Breaker (75% lean),All weights,
08/29/2005,MIDWEST,Premium White,All weights,
08/29/2005,MIDWEST,Breaker (75% lean),All weights,
08/26/2005,SOUTH CENTRAL,Premium White,All weights,
08/26/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
08/26/2005,NORTH CENTRAL,Premium White,All weights,
08/26/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
08/26/2005,EAST,Premium White,All weights,
08/26/2005,EAST,Breaker (75% lean),All weights,
08/26/2005,WEST,Premium White,All weights,
08/26/2005,WEST,Breaker (75% lean),All weights,
08/26/2005,MIDWEST,Premium White,All weights,
08/26/2005,MIDWEST,Breaker (75% lean),All weights,
08/25/2005,SOUTH CENTRAL,Premium White,All weights,
08/25/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
08/25/2005,NORTH CENTRAL,Premium White,All weights,
08/25/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
08/25/2005,EAST,Premium White,All weights,
08/25/2005,EAST,Breaker (75% lean),All weights,
08/25/2005,WEST,Premium White,All weights,
08/25/2005,WEST,Breaker (75% lean),All weights,
08/25/2005,MIDWEST,Premium White,All weights,54.07
08/25/2005,MIDWEST,Breaker (75% lean),All weights,
08/24/2005,SOUTH CENTRAL,Premium White,All weights,
08/24/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
08/24/2005,NORTH CENTRAL,Premium White,All weights,
08/24/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
08/24/2005,EAST,Premium White,All weights,
08/24/2005,EAST,Breaker (75% lean),All weights,
08/24/2005,WEST,Premium White,All weights,
08/24/2005,WEST,Breaker (75% lean),All weights,
08/24/2005,MIDWEST,Premium White,All weights,
08/24/2005,MIDWEST,Breaker (75% lean),All weights,
08/23/2005,SOUTH CENTRAL,Premium White,All weights,
08/23/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
08/23/2005,NORTH CENTRAL,Premium White,All weights,
08/23/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
08/23/2005,EAST,Premium White,All weights,
08/23/2005,EAST,Breaker (75% lean),All weights,
08/23/2005,WEST,Premium White,All weights,
08/23/2005,WEST,Breaker (75% lean),All weights,
08/23/2005,MIDWEST,Premium White,All weights,53.96
08/23/2005,MIDWEST,Breaker (75% lean),All weights,
08/22/2005,SOUTH CENTRAL,Premium White,All weights,
08/22/2005,SOUTH CENTRAL,Breaker (75% lean),All weights,
08/22/2005,NORTH CENTRAL,Premium White,All weights,
08/22/2005,NORTH CENTRAL,Breaker (75% lean),All weights,
08/22/2005,EAST,Premium White,All weights,
08/22/2005,EAST,Breaker (75% lean),All weights,
08/22/2005,WEST,Premium White,All weights,
