Report Date,Class Description,Selling Basis,Grade Description,Previous Month Confirmed,Average Weight,Weighted Avg Price
08/02/2016,HEIFER,LIVE FOB,35 - 65% Choice,"1,179","1,163",118.51
08/02/2016,HEIFER,LIVE FOB, 0 - 35% Choice,,,
08/02/2016,HEIFER,LIVE FOB,Total all grades,"5,803","1,219",118.08
07/12/2016,STEER,DRESSED DELIVERED,Over 80% Choice,,,
07/12/2016,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
07/12/2016,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
07/12/2016,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/12/2016,STEER,DRESSED DELIVERED,Total all grades,,,
07/12/2016,STEER,LIVE FOB,Over 80% Choice,903,"1,334",121.22
07/12/2016,STEER,LIVE FOB,65 - 80% Choice,"4,253","1,337",124.52
07/12/2016,STEER,LIVE FOB,35 - 65% Choice,"4,585","1,331",122.06
07/12/2016,STEER,LIVE FOB, 0 - 35% Choice,,,
07/12/2016,STEER,LIVE FOB,Total all grades,"9,741","1,334",123.06
07/12/2016,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
07/12/2016,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
07/12/2016,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
07/12/2016,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/12/2016,HEIFER,DRESSED DELIVERED,Total all grades,,,
07/12/2016,HEIFER,LIVE FOB,Over 80% Choice,315,"1,290",124.42
07/12/2016,HEIFER,LIVE FOB,65 - 80% Choice,"4,186","1,202",123.06
07/12/2016,HEIFER,LIVE FOB,35 - 65% Choice,"1,552","1,170",121.35
07/12/2016,HEIFER,LIVE FOB, 0 - 35% Choice,,,
07/12/2016,HEIFER,LIVE FOB,Total all grades,"6,053","1,198",122.69
06/10/2016,STEER,DRESSED DELIVERED,Over 80% Choice,,,
06/10/2016,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
06/10/2016,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
06/10/2016,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
06/10/2016,STEER,DRESSED DELIVERED,Total all grades,,,
06/10/2016,STEER,LIVE FOB,Over 80% Choice,"2,235","1,355",128.80
06/10/2016,STEER,LIVE FOB,65 - 80% Choice,"7,794","1,306",130.23
06/10/2016,STEER,LIVE FOB,35 - 65% Choice,"6,321","1,297",131.60
06/10/2016,STEER,LIVE FOB, 0 - 35% Choice,256,"1,225",126.00
06/10/2016,STEER,LIVE FOB,Total all grades,"16,606","1,308",130.50
06/10/2016,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
06/10/2016,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
06/10/2016,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
06/10/2016,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
06/10/2016,HEIFER,DRESSED DELIVERED,Total all grades,,,
06/10/2016,HEIFER,LIVE FOB,Over 80% Choice,224,"1,171",126.85
06/10/2016,HEIFER,LIVE FOB,65 - 80% Choice,"4,452","1,162",130.02
06/10/2016,HEIFER,LIVE FOB,35 - 65% Choice,"2,695","1,162",130.61
06/10/2016,HEIFER,LIVE FOB, 0 - 35% Choice,,,
06/10/2016,HEIFER,LIVE FOB,Total all grades,"7,371","1,162",130.14
05/09/2016,STEER,DRESSED DELIVERED,Over 80% Choice,,,
05/09/2016,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
05/09/2016,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
05/09/2016,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/09/2016,STEER,DRESSED DELIVERED,Total all grades,,,
05/09/2016,STEER,LIVE FOB,Over 80% Choice,"1,485","1,377",131.20
05/09/2016,STEER,LIVE FOB,65 - 80% Choice,"6,054","1,336",129.57
05/09/2016,STEER,LIVE FOB,35 - 65% Choice,"8,094","1,289",129.84
05/09/2016,STEER,LIVE FOB, 0 - 35% Choice,89,"1,348",125.58
05/09/2016,STEER,LIVE FOB,Total all grades,"15,722","1,316",129.84
05/09/2016,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
05/09/2016,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
05/09/2016,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
05/09/2016,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/09/2016,HEIFER,DRESSED DELIVERED,Total all grades,,,
05/09/2016,HEIFER,LIVE FOB,Over 80% Choice,612,"1,246",128.31
05/09/2016,HEIFER,LIVE FOB,65 - 80% Choice,"2,801","1,217",127.18
05/09/2016,HEIFER,LIVE FOB,35 - 65% Choice,"3,086","1,166",128.25
05/09/2016,HEIFER,LIVE FOB, 0 - 35% Choice,,,
05/09/2016,HEIFER,LIVE FOB,Total all grades,"6,499","1,195",127.79
04/04/2016,STEER,DRESSED DELIVERED,Over 80% Choice,,,
04/04/2016,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
04/04/2016,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
04/04/2016,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/04/2016,STEER,DRESSED DELIVERED,Total all grades,,,
04/04/2016,STEER,LIVE FOB,Over 80% Choice,73,"1,400",139.00
04/04/2016,STEER,LIVE FOB,65 - 80% Choice,"5,292","1,336",136.38
04/04/2016,STEER,LIVE FOB,35 - 65% Choice,"5,021","1,296",135.78
04/04/2016,STEER,LIVE FOB, 0 - 35% Choice,,,
04/04/2016,STEER,LIVE FOB,Total all grades,"10,386","1,317",136.10
04/04/2016,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
04/04/2016,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
04/04/2016,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
04/04/2016,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/04/2016,HEIFER,DRESSED DELIVERED,Total all grades,,,
04/04/2016,HEIFER,LIVE FOB,Over 80% Choice,767,"1,303",136.92
04/04/2016,HEIFER,LIVE FOB,65 - 80% Choice,"2,653","1,220",137.17
04/04/2016,HEIFER,LIVE FOB,35 - 65% Choice,"3,214","1,162",137.83
04/04/2016,HEIFER,LIVE FOB, 0 - 35% Choice,,,
04/04/2016,HEIFER,LIVE FOB,Total all grades,"6,634","1,201",137.46
03/07/2016,STEER,DRESSED DELIVERED,Over 80% Choice,,,
03/07/2016,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
03/07/2016,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
03/07/2016,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/07/2016,STEER,DRESSED DELIVERED,Total all grades,,,
03/07/2016,STEER,LIVE FOB,Over 80% Choice,61,"1,400",134.00
03/07/2016,STEER,LIVE FOB,65 - 80% Choice,"2,206","1,336",135.12
03/07/2016,STEER,LIVE FOB,35 - 65% Choice,"4,545","1,321",136.02
03/07/2016,STEER,LIVE FOB, 0 - 35% Choice,43,"1,350",136.00
03/07/2016,STEER,LIVE FOB,Total all grades,"6,855","1,327",135.71
03/07/2016,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
03/07/2016,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
03/07/2016,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
03/07/2016,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/07/2016,HEIFER,DRESSED DELIVERED,Total all grades,,,
03/07/2016,HEIFER,LIVE FOB,Over 80% Choice,48,"1,225",137.00
03/07/2016,HEIFER,LIVE FOB,65 - 80% Choice,"2,668","1,190",134.29
03/07/2016,HEIFER,LIVE FOB,35 - 65% Choice,"1,824","1,190",135.22
03/07/2016,HEIFER,LIVE FOB, 0 - 35% Choice,,,
03/07/2016,HEIFER,LIVE FOB,Total all grades,"4,540","1,190",134.69
02/09/2016,STEER,DRESSED DELIVERED,Over 80% Choice,,,
02/09/2016,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
02/09/2016,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
02/09/2016,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
02/09/2016,STEER,DRESSED DELIVERED,Total all grades,,,
02/09/2016,STEER,LIVE FOB,Over 80% Choice,31,"1,330",134.00
02/09/2016,STEER,LIVE FOB,65 - 80% Choice,"2,627","1,364",134.95
02/09/2016,STEER,LIVE FOB,35 - 65% Choice,"7,411","1,297",134.61
02/09/2016,STEER,LIVE FOB, 0 - 35% Choice,,,
02/09/2016,STEER,LIVE FOB,Total all grades,"10,069","1,315",134.70
02/09/2016,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
02/09/2016,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
02/09/2016,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
02/09/2016,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
02/09/2016,HEIFER,DRESSED DELIVERED,Total all grades,,,
02/09/2016,HEIFER,LIVE FOB,Over 80% Choice,102,"1,299",135.09
02/09/2016,HEIFER,LIVE FOB,65 - 80% Choice,"1,426","1,199",134.29
02/09/2016,HEIFER,LIVE FOB,35 - 65% Choice,"3,137","1,182",135.46
02/09/2016,HEIFER,LIVE FOB, 0 - 35% Choice,,,
02/09/2016,HEIFER,LIVE FOB,Total all grades,"4,665","1,190",135.10
01/08/2016,STEER,DRESSED DELIVERED,Over 80% Choice,,,
01/08/2016,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
01/08/2016,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
01/08/2016,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
01/08/2016,STEER,DRESSED DELIVERED,Total all grades,,,
01/08/2016,STEER,LIVE FOB,Over 80% Choice,642,"1,385",128.05
01/08/2016,STEER,LIVE FOB,65 - 80% Choice,"2,409","1,376",124.33
01/08/2016,STEER,LIVE FOB,35 - 65% Choice,"6,104","1,330",124.65
01/08/2016,STEER,LIVE FOB, 0 - 35% Choice,68,"1,400",122.00
01/08/2016,STEER,LIVE FOB,Total all grades,"9,223","1,346",124.78
01/08/2016,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
01/08/2016,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
01/08/2016,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
01/08/2016,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
01/08/2016,HEIFER,DRESSED DELIVERED,Total all grades,,,
01/08/2016,HEIFER,LIVE FOB,Over 80% Choice,269,"1,301",129.20
01/08/2016,HEIFER,LIVE FOB,65 - 80% Choice,"3,371","1,259",126.21
01/08/2016,HEIFER,LIVE FOB,35 - 65% Choice,"3,650","1,210",123.37
01/08/2016,HEIFER,LIVE FOB, 0 - 35% Choice,,,
01/08/2016,HEIFER,LIVE FOB,Total all grades,"7,290","1,236",124.90
12/07/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
12/07/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
12/07/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
12/07/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
12/07/2015,STEER,DRESSED DELIVERED,Total all grades,,,
12/07/2015,STEER,LIVE FOB,Over 80% Choice,392,"1,375",126.86
12/07/2015,STEER,LIVE FOB,65 - 80% Choice,149,"1,377",128.64
12/07/2015,STEER,LIVE FOB,35 - 65% Choice,969,"1,382",130.73
12/07/2015,STEER,LIVE FOB, 0 - 35% Choice,135,"1,367",131.04
12/07/2015,STEER,LIVE FOB,Total all grades,"1,645","1,379",129.65
12/07/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
12/07/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
12/07/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
12/07/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
12/07/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
12/07/2015,HEIFER,LIVE FOB,Over 80% Choice,575,"1,291",128.90
12/07/2015,HEIFER,LIVE FOB,65 - 80% Choice,"1,681","1,235",130.28
12/07/2015,HEIFER,LIVE FOB,35 - 65% Choice,670,"1,218",131.50
12/07/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
12/07/2015,HEIFER,LIVE FOB,Total all grades,"2,926","1,242",130.29
11/10/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
11/10/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
11/10/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
11/10/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
11/10/2015,STEER,DRESSED DELIVERED,Total all grades,,,
11/10/2015,STEER,LIVE FOB,Over 80% Choice,378,"1,554",135.00
11/10/2015,STEER,LIVE FOB,65 - 80% Choice,"2,223","1,414",133.13
11/10/2015,STEER,LIVE FOB,35 - 65% Choice,"5,604","1,364",135.52
11/10/2015,STEER,LIVE FOB, 0 - 35% Choice,307,"1,320",137.82
11/10/2015,STEER,LIVE FOB,Total all grades,"8,512","1,384",134.95
11/10/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
11/10/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
11/10/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
11/10/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
11/10/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
11/10/2015,HEIFER,LIVE FOB,Over 80% Choice,240,"1,285",138.00
11/10/2015,HEIFER,LIVE FOB,65 - 80% Choice,"1,630","1,242",135.43
11/10/2015,HEIFER,LIVE FOB,35 - 65% Choice,"3,951","1,169",136.62
11/10/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
11/10/2015,HEIFER,LIVE FOB,Total all grades,"5,821","1,194",136.34
10/12/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
10/12/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
10/12/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
10/12/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
10/12/2015,STEER,DRESSED DELIVERED,Total all grades,,,
10/12/2015,STEER,LIVE FOB,Over 80% Choice,13,"1,400",128.00
10/12/2015,STEER,LIVE FOB,65 - 80% Choice,100,"1,392",136.40
10/12/2015,STEER,LIVE FOB,35 - 65% Choice,"1,596","1,334",131.63
10/12/2015,STEER,LIVE FOB, 0 - 35% Choice,61,"1,375",136.00
10/12/2015,STEER,LIVE FOB,Total all grades,"1,770","1,340",132.02
10/12/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
10/12/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
10/12/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
10/12/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
10/12/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
10/12/2015,HEIFER,LIVE FOB,Over 80% Choice,358,"1,283",136.00
10/12/2015,HEIFER,LIVE FOB,65 - 80% Choice,242,"1,232",131.07
10/12/2015,HEIFER,LIVE FOB,35 - 65% Choice,712,"1,147",135.56
10/12/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
10/12/2015,HEIFER,LIVE FOB,Total all grades,"1,312","1,200",134.86
09/09/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
09/09/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
09/09/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
09/09/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
09/09/2015,STEER,DRESSED DELIVERED,Total all grades,,,
09/09/2015,STEER,LIVE FOB,Over 80% Choice,,,
09/09/2015,STEER,LIVE FOB,65 - 80% Choice,418,"1,337",146.86
09/09/2015,STEER,LIVE FOB,35 - 65% Choice,"2,420","1,344",148.53
09/09/2015,STEER,LIVE FOB, 0 - 35% Choice,,,
09/09/2015,STEER,LIVE FOB,Total all grades,"2,838","1,343",148.28
09/09/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
09/09/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
09/09/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
09/09/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
09/09/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
09/09/2015,HEIFER,LIVE FOB,Over 80% Choice,,,
09/09/2015,HEIFER,LIVE FOB,65 - 80% Choice,688,"1,172",147.45
09/09/2015,HEIFER,LIVE FOB,35 - 65% Choice,508,"1,159",147.81
09/09/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
09/09/2015,HEIFER,LIVE FOB,Total all grades,"1,196","1,166",147.60
08/06/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
08/06/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
08/06/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
08/06/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/06/2015,STEER,DRESSED DELIVERED,Total all grades,,,
08/06/2015,STEER,LIVE FOB,Over 80% Choice,105,"1,500",147.00
08/06/2015,STEER,LIVE FOB,65 - 80% Choice,742,"1,326",147.92
08/06/2015,STEER,LIVE FOB,35 - 65% Choice,"2,702","1,275",149.10
08/06/2015,STEER,LIVE FOB, 0 - 35% Choice,,,
08/06/2015,STEER,LIVE FOB,Total all grades,"3,549","1,292",148.79
08/06/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
08/06/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
08/06/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
08/06/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/06/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
08/06/2015,HEIFER,LIVE FOB,Over 80% Choice,,,
08/06/2015,HEIFER,LIVE FOB,65 - 80% Choice,181,"1,128",148.44
08/06/2015,HEIFER,LIVE FOB,35 - 65% Choice,"2,572","1,184",149.03
08/06/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
08/06/2015,HEIFER,LIVE FOB,Total all grades,"2,753","1,180",148.99
07/06/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
07/06/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
07/06/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
07/06/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/06/2015,STEER,DRESSED DELIVERED,Total all grades,,,
07/06/2015,STEER,LIVE FOB,Over 80% Choice,,,
07/06/2015,STEER,LIVE FOB,65 - 80% Choice,"1,055","1,320",148.00
07/06/2015,STEER,LIVE FOB,35 - 65% Choice,"2,013","1,317",150.84
07/06/2015,STEER,LIVE FOB, 0 - 35% Choice,,,
07/06/2015,STEER,LIVE FOB,Total all grades,"3,068","1,318",149.87
07/06/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
07/06/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
07/06/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
07/06/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/06/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
07/06/2015,HEIFER,LIVE FOB,Over 80% Choice,40,"1,275",147.00
07/06/2015,HEIFER,LIVE FOB,65 - 80% Choice,439,"1,209",148.31
07/06/2015,HEIFER,LIVE FOB,35 - 65% Choice,540,"1,181",152.12
07/06/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
07/06/2015,HEIFER,LIVE FOB,Total all grades,"1,019","1,196",150.28
06/04/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
06/04/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
06/04/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
06/04/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
06/04/2015,STEER,DRESSED DELIVERED,Total all grades,,,
06/04/2015,STEER,LIVE FOB,Over 80% Choice,60,"1,300",161.00
06/04/2015,STEER,LIVE FOB,65 - 80% Choice,893,"1,344",160.56
06/04/2015,STEER,LIVE FOB,35 - 65% Choice,"5,277","1,295",160.06
06/04/2015,STEER,LIVE FOB, 0 - 35% Choice,89,"1,300",160.00
06/04/2015,STEER,LIVE FOB,Total all grades,"6,319","1,302",160.14
06/04/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
06/04/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
06/04/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
06/04/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
06/04/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
06/04/2015,HEIFER,LIVE FOB,Over 80% Choice,,,
06/04/2015,HEIFER,LIVE FOB,65 - 80% Choice,381,"1,183",160.25
06/04/2015,HEIFER,LIVE FOB,35 - 65% Choice,"1,872","1,177",160.58
06/04/2015,HEIFER,LIVE FOB, 0 - 35% Choice,92,"1,175",160.00
06/04/2015,HEIFER,LIVE FOB,Total all grades,"2,345","1,178",160.51
05/04/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
05/04/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
05/04/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
05/04/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/04/2015,STEER,DRESSED DELIVERED,Total all grades,,,
05/04/2015,STEER,LIVE FOB,Over 80% Choice,35,"1,300",167.00
05/04/2015,STEER,LIVE FOB,65 - 80% Choice,"1,486","1,342",159.33
05/04/2015,STEER,LIVE FOB,35 - 65% Choice,"3,720","1,284",161.10
05/04/2015,STEER,LIVE FOB, 0 - 35% Choice,,,
05/04/2015,STEER,LIVE FOB,Total all grades,"5,241","1,301",160.64
05/04/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
05/04/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
05/04/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
05/04/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/04/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
05/04/2015,HEIFER,LIVE FOB,Over 80% Choice,,,
05/04/2015,HEIFER,LIVE FOB,65 - 80% Choice,930,"1,154",161.65
05/04/2015,HEIFER,LIVE FOB,35 - 65% Choice,"2,760","1,150",161.99
05/04/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
05/04/2015,HEIFER,LIVE FOB,Total all grades,"3,690","1,151",161.91
04/07/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
04/07/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
04/07/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
04/07/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/07/2015,STEER,DRESSED DELIVERED,Total all grades,,,
04/07/2015,STEER,LIVE FOB,Over 80% Choice,,,
04/07/2015,STEER,LIVE FOB,65 - 80% Choice,34,"1,320",164.50
04/07/2015,STEER,LIVE FOB,35 - 65% Choice,"1,590","1,241",162.96
04/07/2015,STEER,LIVE FOB, 0 - 35% Choice,99,"1,375",161.00
04/07/2015,STEER,LIVE FOB,Total all grades,"1,723","1,251",162.87
04/07/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
04/07/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
04/07/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
04/07/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/07/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
04/07/2015,HEIFER,LIVE FOB,Over 80% Choice,,,
04/07/2015,HEIFER,LIVE FOB,65 - 80% Choice,353,"1,124",164.12
04/07/2015,HEIFER,LIVE FOB,35 - 65% Choice,323,"1,170",162.44
04/07/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
04/07/2015,HEIFER,LIVE FOB,Total all grades,676,"1,146",163.32
03/02/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
03/02/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
03/02/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
03/02/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/02/2015,STEER,DRESSED DELIVERED,Total all grades,,,
03/02/2015,STEER,LIVE FOB,Over 80% Choice,,,
03/02/2015,STEER,LIVE FOB,65 - 80% Choice,682,"1,270",159.39
03/02/2015,STEER,LIVE FOB,35 - 65% Choice,"1,498","1,268",160.09
03/02/2015,STEER,LIVE FOB, 0 - 35% Choice,,,
03/02/2015,STEER,LIVE FOB,Total all grades,"2,180","1,269",159.87
03/02/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
03/02/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
03/02/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
03/02/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/02/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
03/02/2015,HEIFER,LIVE FOB,Over 80% Choice,21,"1,300",160.00
03/02/2015,HEIFER,LIVE FOB,65 - 80% Choice,123,"1,190",159.62
03/02/2015,HEIFER,LIVE FOB,35 - 65% Choice,160,"1,111",160.81
03/02/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
03/02/2015,HEIFER,LIVE FOB,Total all grades,304,"1,156",160.27
02/05/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
02/05/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
02/05/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
02/05/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
02/05/2015,STEER,DRESSED DELIVERED,Total all grades,,,
02/05/2015,STEER,LIVE FOB,Over 80% Choice,,,
02/05/2015,STEER,LIVE FOB,65 - 80% Choice,996,"1,395",166.95
02/05/2015,STEER,LIVE FOB,35 - 65% Choice,"2,777","1,285",163.25
02/05/2015,STEER,LIVE FOB, 0 - 35% Choice,43,"1,275",164.00
02/05/2015,STEER,LIVE FOB,Total all grades,"3,816","1,314",164.23
02/05/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
02/05/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
02/05/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
02/05/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
02/05/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
02/05/2015,HEIFER,LIVE FOB,Over 80% Choice,,,
02/05/2015,HEIFER,LIVE FOB,65 - 80% Choice,663,"1,267",163.38
02/05/2015,HEIFER,LIVE FOB,35 - 65% Choice,935,"1,182",163.03
02/05/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
02/05/2015,HEIFER,LIVE FOB,Total all grades,"1,598","1,217",163.17
01/05/2015,STEER,DRESSED DELIVERED,Over 80% Choice,,,
01/05/2015,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
01/05/2015,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
01/05/2015,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
01/05/2015,STEER,DRESSED DELIVERED,Total all grades,,,
